index_left,tag,t,lat,lon,geometry
1715,INVASAO  A DOMICILIO,2014-11-09 16:20:38,-5.828901015281987,-35.25310589856009,POINT (-35.25310589856009 -5.828901015281987)
1754,FURTO EM RESIDENCIA,2014-11-15 10:17:27,-5.831488300915653,-35.26160092029437,POINT (-35.26160092029437 -5.831488300915653)
1919,FURTO A ESTABELECIMENTO COMERCIAL,2014-12-04 03:07:03,-5.834246533139459,-35.25005827711954,POINT (-35.25005827711954 -5.834246533139459)
1962,INVASAO  A DOMICILIO,2014-12-08 00:56:32,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
1982,FURTO EM RESIDENCIA,2014-12-10 18:22:23,-5.826120153138963,-35.24776933068332,POINT (-35.24776933068332 -5.826120153138963)
1989,INVASAO  A DOMICILIO,2014-12-11 15:52:52,-5.822230339984399,-35.24847595449458,POINT (-35.24847595449458 -5.822230339984399)
1998,INVASAO  A DOMICILIO,2014-12-12 11:02:01,-5.817807183394338,-35.246923930591976,POINT (-35.24692393059198 -5.817807183394338)
2187,INVASAO  A DOMICILIO,2015-01-07 02:23:47,-5.822925647957914,-35.25542886975063,POINT (-35.25542886975063 -5.822925647957914)
2208,FURTO EM RESIDENCIA,2015-01-10 07:33:46,-5.828155029312895,-35.25878944585593,POINT (-35.25878944585593 -5.828155029312895)
2222,FURTO A ESTABELECIMENTO COMERCIAL,2015-01-12 07:08:18,-5.819271478579898,-35.26498191762675,POINT (-35.26498191762675 -5.819271478579898)
2241,INVASAO  A DOMICILIO,2015-01-14 22:23:48,-5.820111507832423,-35.25839625500603,POINT (-35.25839625500603 -5.820111507832423)
2242,INVASAO  A DOMICILIO,2015-01-15 04:05:32,-5.832625238871093,-35.24860759756011,POINT (-35.24860759756011 -5.832625238871093)
2302,INVASAO  A DOMICILIO,2015-01-21 02:47:23,-5.8203667249503654,-35.26236874760113,POINT (-35.26236874760113 -5.820366724950365)
2349,INVASAO  A DOMICILIO,2015-01-26 06:45:59,-5.821106193000253,-35.25830996637741,POINT (-35.25830996637741 -5.821106193000253)
2355,INVASAO  A DOMICILIO,2015-01-27 00:25:25,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
2394,FURTO EM RESIDENCIA,2015-02-02 23:48:14,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
2454,INVASAO  A DOMICILIO,2015-02-11 14:01:32,-5.828155029312895,-35.25878944585593,POINT (-35.25878944585593 -5.828155029312895)
2485,INVASAO  A DOMICILIO,2015-02-14 10:22:04,-5.824933476109199,-35.25065299946035,POINT (-35.25065299946035 -5.824933476109199)
2501,INVASAO  A DOMICILIO,2015-02-15 23:49:08,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
2503,ROUBO A ESTABELECIMENTO COMERCIAL,2015-02-16 06:51:02,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
2530,ROUBO A ESTABELECIMENTO COMERCIAL,2015-02-19 16:05:30,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
2587,INVASAO  A DOMICILIO,2015-02-25 23:48:29,-5.821553081340424,-35.259575405752514,POINT (-35.25957540575251 -5.821553081340424)
2679,FURTO EM RESIDENCIA,2015-03-12 10:38:54,-5.822519551570141,-35.24396400627567,POINT (-35.24396400627567 -5.822519551570141)
2710,INVASAO  A DOMICILIO,2015-03-14 21:22:03,-5.823193567518047,-35.25624229217454,POINT (-35.25624229217454 -5.823193567518047)
2741,ROUBO EM RESIDENCIA,2015-03-17 23:05:32,-5.830035106768071,-35.263310079822496,POINT (-35.2633100798225 -5.830035106768071)
2748,INVASAO  A DOMICILIO,2015-03-19 03:15:00,-5.820744621097841,-35.25830852238211,POINT (-35.25830852238211 -5.820744621097841)
2789,INVASAO  A ESTABELECIMENTO COMERCIAL,2015-03-25 00:10:47,-5.816442625176669,-35.24908477341945,POINT (-35.24908477341945 -5.816442625176669)
2800,INVASAO  A ESTABELECIMENTO COMERCIAL,2015-03-25 22:34:02,-5.816442625176669,-35.24908477341945,POINT (-35.24908477341945 -5.816442625176669)
2803,INVASAO  A DOMICILIO,2015-03-26 13:59:16,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
2846,INVASAO  A DOMICILIO,2015-04-02 18:30:33,-5.82584788899754,-35.24803903468642,POINT (-35.24803903468642 -5.82584788899754)
2977,ROUBO EM RESIDENCIA,2015-04-19 15:34:40,-5.821106193000253,-35.25830996637741,POINT (-35.25830996637741 -5.821106193000253)
2993,INVASAO  A DOMICILIO,2015-04-21 23:52:21,-5.817184513007887,-35.24439414566636,POINT (-35.24439414566636 -5.817184513007887)
3015,INVASAO  A DOMICILIO,2015-04-25 01:50:23,-5.8241397917916835,-35.24568542246654,POINT (-35.24568542246654 -5.824139791791684)
3055,INVASAO  A DOMICILIO,2015-04-28 08:58:52,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
3069,INVASAO  A DOMICILIO,2015-04-30 04:52:52,-5.825385081802193,-35.25074506037174,POINT (-35.25074506037174 -5.825385081802193)
3094,INVASAO  A DOMICILIO,2015-05-03 01:04:44,-5.824146280788908,-35.24406072663052,POINT (-35.24406072663052 -5.824146280788908)
3203,INVASAO  A DOMICILIO,2015-05-14 21:19:24,-5.820741358399796,-35.259120857649414,POINT (-35.25912085764941 -5.820741358399796)
3283,INVASAO  A DOMICILIO,2015-05-22 20:34:27,-5.821553081340424,-35.259575405752514,POINT (-35.25957540575251 -5.821553081340424)
3304,ROUBO A ESTABELECIMENTO COMERCIAL,2015-05-25 08:44:13,-5.819271478579898,-35.26498191762675,POINT (-35.26498191762675 -5.819271478579898)
3359,INVASAO  A DOMICILIO,2015-05-31 13:26:59,-5.820194649156038,-35.26020180298448,POINT (-35.26020180298448 -5.820194649156038)
3378,ROUBO EM RESIDENCIA,2015-06-01 19:50:35,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
3391,FURTO EM RESIDENCIA,2015-06-03 22:03:58,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
3449,ARROMBAMENTO A ESTABELECIMENTO COMERCIAL,2015-06-10 03:40:56,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
3455,INVASAO  A DOMICILIO,2015-06-11 01:26:18,-5.828601183700608,-35.26023542442885,POINT (-35.26023542442885 -5.828601183700608)
3467,ROUBO A ESTABELECIMENTO COMERCIAL,2015-06-12 11:57:48,-5.819271478579898,-35.26498191762675,POINT (-35.26498191762675 -5.819271478579898)
3471,INVASAO  A DOMICILIO,2015-06-12 21:52:46,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
3478,ROUBO A ESTABELECIMENTO COMERCIAL,2015-06-13 18:24:19,-5.819271478579898,-35.26498191762675,POINT (-35.26498191762675 -5.819271478579898)
3547,INVASAO  A DOMICILIO,2015-06-23 01:43:14,-5.826018558941093,-35.250567059347375,POINT (-35.25056705934738 -5.826018558941093)
3548,FURTO EM RESIDENCIA,2015-06-23 08:55:39,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
3563,FURTO EM RESIDENCIA,2015-06-24 18:24:49,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
3574,INVASAO  A ESTABELECIMENTO COMERCIAL,2015-06-27 02:32:34,-5.82261345721872,-35.26562712962886,POINT (-35.26562712962886 -5.82261345721872)
3588,INVASAO  A DOMICILIO,2015-06-28 04:20:18,-5.824278647008507,-35.25615636211026,POINT (-35.25615636211026 -5.824278647008507)
3603,INVASAO  A DOMICILIO,2015-06-30 00:08:22,-5.8232951843383,-35.25344458919331,POINT (-35.25344458919331 -5.8232951843383)
3690,ARROMBAMENTO A ESTABELECIMENTO COMERCIAL,2015-07-08 20:11:16,-5.816442625176669,-35.24908477341945,POINT (-35.24908477341945 -5.816442625176669)
3692,INVASAO  A DOMICILIO,2015-07-09 17:55:59,-5.828901015281987,-35.25310589856009,POINT (-35.25310589856009 -5.828901015281987)
3738,INVASAO  A DOMICILIO,2015-07-16 04:20:35,-5.825185838871144,-35.255347627723474,POINT (-35.25534762772347 -5.825185838871144)
3767,FURTO EM RESIDENCIA,2015-07-22 04:02:59,-5.824066284175245,-35.2640082535537,POINT (-35.2640082535537 -5.824066284175245)
3779,INVASAO  PREDIO PUBLICO,2015-07-24 04:27:58,-5.821394031376397,-35.25415910177719,POINT (-35.25415910177719 -5.821394031376397)
3788,INVASAO  PREDIO PUBLICO,2015-07-26 02:56:08,-5.830013941154376,-35.24606982825776,POINT (-35.24606982825776 -5.830013941154376)
3798,INVASAO  A DOMICILIO,2015-07-27 21:28:38,-5.825394476510157,-35.248398279924395,POINT (-35.24839827992439 -5.825394476510157)
3802,INVASAO  A DOMICILIO,2015-07-29 01:29:43,-5.82355695121555,-35.255792435002526,POINT (-35.25579243500253 -5.82355695121555)
3940,ROUBO EM RESIDENCIA,2015-08-15 03:48:00,-5.822478750167447,-35.25416342656641,POINT (-35.25416342656641 -5.822478750167447)
4037,INVASAO  A DOMICILIO,2015-08-28 02:54:06,-5.82177259522667,-35.24991832074833,POINT (-35.24991832074833 -5.82177259522667)
4054,INVASAO  PREDIO PUBLICO,2015-08-31 00:27:43,-5.828601183700608,-35.26023542442885,POINT (-35.26023542442885 -5.828601183700608)
4065,ARROMBAMENTO A ESTABELECIMENTO COMERCIAL,2015-09-01 01:53:17,-5.832789737527612,-35.25267010357985,POINT (-35.25267010357985 -5.832789737527612)
4080,INVASAO  A DOMICILIO,2015-09-03 01:20:38,-5.823405817624918,-35.24839036804895,POINT (-35.24839036804895 -5.823405817624918)
4081,INVASAO  A DOMICILIO,2015-09-03 02:44:25,-5.823405817624918,-35.24839036804895,POINT (-35.24839036804895 -5.823405817624918)
4083,ROUBO A ESTABELECIMENTO COMERCIAL,2015-09-03 19:32:36,-5.8291761777643645,-35.252114107362836,POINT (-35.25211410736284 -5.829176177764364)
4086,INVASAO  A DOMICILIO,2015-09-04 05:29:33,-5.819778520897243,-35.251264305905565,POINT (-35.25126430590556 -5.819778520897243)
4087,INVASAO  A DOMICILIO,2015-09-04 17:21:39,-5.827706330799064,-35.25797529283536,POINT (-35.25797529283536 -5.827706330799064)
4088,ROUBO EM RESIDENCIA,2015-09-05 00:59:06,-5.830729865931989,-35.247877941334295,POINT (-35.24787794133429 -5.830729865931989)
4093,ROUBO EM RESIDENCIA,2015-09-05 19:59:59,-5.820879487009074,-35.247206920063014,POINT (-35.24720692006301 -5.820879487009074)
4122,INVASAO  A DOMICILIO,2015-09-09 01:51:59,-5.825655538996408,-35.25092666210101,POINT (-35.25092666210101 -5.825655538996408)
4169,INVASAO  A DOMICILIO,2015-09-18 02:08:17,-5.82730357305278,-35.24569799729083,POINT (-35.24569799729083 -5.82730357305278)
4186,INVASAO  A DOMICILIO,2015-09-20 02:00:00,-5.818068987709896,-35.24927176005692,POINT (-35.24927176005692 -5.818068987709896)
4193,INVASAO  A DOMICILIO,2015-09-20 07:36:06,-5.832789737527612,-35.25267010357985,POINT (-35.25267010357985 -5.832789737527612)
4202,INVASAO  A DOMICILIO,2015-09-20 15:20:49,-5.833473302483137,-35.262511502734505,POINT (-35.2625115027345 -5.833473302483137)
4213,INVASAO  A DOMICILIO,2015-09-20 21:45:58,-5.82295637627413,-35.24775674684063,POINT (-35.24775674684063 -5.82295637627413)
4222,ROUBO A FARMACIA,2015-09-22 08:35:29,-5.827737842359492,-35.250122596305275,POINT (-35.25012259630527 -5.827737842359492)
4250,INVASAO  A DOMICILIO,2015-09-25 04:09:27,-5.829432503691403,-35.25581589648986,POINT (-35.25581589648986 -5.829432503691403)
4267,INVASAO  A DOMICILIO,2015-09-27 02:15:51,-5.821549090639233,-35.26056826045232,POINT (-35.26056826045232 -5.821549090639233)
4269,INVASAO  A DOMICILIO,2015-09-27 03:09:02,-5.821567578156714,-35.25596501920887,POINT (-35.25596501920887 -5.821567578156714)
4284,INVASAO  A DOMICILIO,2015-09-28 23:48:45,-5.8159045907542355,-35.24799950599897,POINT (-35.24799950599897 -5.815904590754235)
4287,INVASAO  A DOMICILIO,2015-09-30 03:20:55,-5.82878487502655,-35.25951406253161,POINT (-35.25951406253161 -5.82878487502655)
4306,INVASAO  A DOMICILIO,2015-10-01 22:48:12,-5.8277374807832505,-35.25021285742953,POINT (-35.25021285742953 -5.82773748078325)
4335,INVASAO  A DOMICILIO,2015-10-04 09:41:33,-5.824838382255374,-35.25182602717144,POINT (-35.25182602717144 -5.824838382255374)
4343,INVASAO  A DOMICILIO,2015-10-05 01:31:01,-5.830429003496359,-35.25527830196618,POINT (-35.25527830196618 -5.830429003496359)
4345,INVASAO  A DOMICILIO,2015-10-05 04:55:25,-5.821232400767251,-35.24937460187643,POINT (-35.24937460187643 -5.821232400767251)
4346,FURTO A ESTABELECIMENTO COMERCIAL,2015-10-05 16:58:42,-5.83317374626022,-35.24707530238595,POINT (-35.24707530238595 -5.83317374626022)
4390,INVASAO  A DOMICILIO,2015-10-10 21:15:57,-5.823405817624918,-35.24839036804895,POINT (-35.24839036804895 -5.823405817624918)
4392,INVASAO  A DOMICILIO,2015-10-11 01:37:31,-5.828021669354088,-35.246964532234465,POINT (-35.24696453223446 -5.828021669354088)
4408,ROUBO A ESTABELECIMENTO COMERCIAL,2015-10-12 13:29:38,-5.828991046422785,-35.25319652036575,POINT (-35.25319652036575 -5.828991046422785)
4415,ARROMBAMENTO A ESTABELECIMENTO COMERCIAL,2015-10-12 23:41:33,-5.834430577198948,-35.2492466381179,POINT (-35.2492466381179 -5.834430577198948)
4420,INVASAO  A DOMICILIO,2015-10-13 02:36:27,-5.834430577198948,-35.2492466381179,POINT (-35.2492466381179 -5.834430577198948)
4518,INVASAO  A DOMICILIO,2015-10-22 04:22:41,-5.823192842938501,-35.256422812202594,POINT (-35.25642281220259 -5.823192842938501)
4530,ROUBO A ESTABELECIMENTO COMERCIAL,2015-10-23 09:56:25,-5.820711577377185,-35.26652211322698,POINT (-35.26652211322698 -5.820711577377185)
4566,INVASAO  A DOMICILIO,2015-10-28 12:30:17,-5.825409631809843,-35.244607318788766,POINT (-35.24460731878877 -5.825409631809843)
4627,INVASAO  A DOMICILIO,2015-11-04 03:23:41,-5.832789737527612,-35.25267010357985,POINT (-35.25267010357985 -5.832789737527612)
4688,FURTO EM RESIDENCIA,2015-11-12 18:14:40,-5.828442528841104,-35.25472879337419,POINT (-35.25472879337419 -5.828442528841104)
4700,FURTO EM RESIDENCIA,2015-11-14 02:49:16,-5.831000323878075,-35.24805954474957,POINT (-35.24805954474957 -5.831000323878075)
4731,INVASAO  A DOMICILIO,2015-11-17 01:44:10,-5.82730357305278,-35.24569799729083,POINT (-35.24569799729083 -5.82730357305278)
4732,ROUBO A ESTABELECIMENTO COMERCIAL,2015-11-17 15:17:48,-5.827151992598579,-35.26095171961888,POINT (-35.26095171961888 -5.827151992598579)
4756,INVASAO  A DOMICILIO,2015-11-21 22:29:45,-5.827529897681876,-35.256891442461466,POINT (-35.25689144246147 -5.827529897681876)
4780,INVASAO  A DOMICILIO,2015-11-26 03:40:48,-5.823129942564978,-35.24956267539105,POINT (-35.24956267539105 -5.823129942564978)
4830,FURTO EM RESIDENCIA,2015-12-01 03:54:35,-5.819440757305687,-35.24530571233168,POINT (-35.24530571233168 -5.819440757305687)
4864,INVASAO  A DOMICILIO,2015-12-08 14:52:54,-5.824368677766798,-35.25624698318699,POINT (-35.25624698318699 -5.824368677766798)
4884,ARROMBAMENTO A ESTABELECIMENTO COMERCIAL,2015-12-13 08:13:57,-5.822800787642934,-35.264003184630035,POINT (-35.26400318463003 -5.822800787642934)
4910,INVASAO  A DOMICILIO,2015-12-17 04:19:47,-5.829164586970951,-35.25500246389719,POINT (-35.25500246389719 -5.829164586970951)
4920,INVASAO  A DOMICILIO,2015-12-20 02:24:14,-5.82928898620824,-35.24651825964473,POINT (-35.24651825964473 -5.82928898620824)
4945,INVASAO  A DOMICILIO,2015-12-23 12:19:39,-5.819816732943549,-35.24169673675372,POINT (-35.24169673675372 -5.819816732943549)
4952,INVASAO  A DOMICILIO,2015-12-24 02:21:44,-5.822498271337987,-35.24928937635898,POINT (-35.24928937635898 -5.822498271337987)
4959,INVASAO  A DOMICILIO,2015-12-25 04:34:09,-5.823153265406469,-35.26626111921642,POINT (-35.26626111921642 -5.823153265406469)
4972,INVASAO  A DOMICILIO,2015-12-26 01:49:03,-5.827073942754923,-35.25788250285939,POINT (-35.25788250285939 -5.827073942754923)
4973,INVASAO  A DOMICILIO,2015-12-26 04:32:59,-5.827379883225693,-35.24921854491372,POINT (-35.24921854491372 -5.827379883225693)
5006,ROUBO A ESTABELECIMENTO COMERCIAL,2015-12-30 08:03:33,-5.824804321538353,-35.2603104944639,POINT (-35.2603104944639 -5.824804321538353)
5036,INVASAO  A DOMICILIO,2016-01-01 20:22:17,-5.828335089117171,-35.258970690273145,POINT (-35.25897069027315 -5.828335089117171)
5069,ROUBO A ESTABELECIMENTO COMERCIAL,2016-01-06 18:29:51,-5.822078737046472,-35.26372951051118,POINT (-35.26372951051118 -5.822078737046472)
5101,FURTO A ESTABELECIMENTO COMERCIAL,2016-01-12 08:03:00,-5.835618712157321,-35.24600187219737,POINT (-35.24600187219737 -5.835618712157321)
5131,ROUBO EM RESIDENCIA,2016-01-17 00:46:07,-5.8289790877875145,-35.256175134742264,POINT (-35.25617513474226 -5.828979087787515)
5144,ROUBO A ESTABELECIMENTO COMERCIAL,2016-01-18 13:54:45,-5.823652414147581,-35.25452915352494,POINT (-35.25452915352494 -5.823652414147581)
5187,INVASAO  A DOMICILIO,2016-01-24 02:30:44,-5.830035106768071,-35.263310079822496,POINT (-35.2633100798225 -5.830035106768071)
5206,INVASAO  A DOMICILIO,2016-01-25 03:24:56,-5.823239098798901,-35.244869484543514,POINT (-35.24486948454351 -5.823239098798901)
5219,INVASAO  A DOMICILIO,2016-01-26 00:36:01,-5.829975224934866,-35.255727802246845,POINT (-35.25572780224685 -5.829975224934866)
5235,FURTO EM RESIDENCIA,2016-01-27 14:39:11,-5.8211900588917675,-35.25993499875895,POINT (-35.25993499875895 -5.821190058891768)
5258,INVASAO  A DOMICILIO,2016-01-30 02:12:55,-5.820597118615001,-35.25000390498437,POINT (-35.25000390498437 -5.820597118615001)
5270,INVASAO  A DOMICILIO,2016-01-31 12:53:03,-5.826893519550722,-35.25779151973103,POINT (-35.25779151973103 -5.826893519550722)
5275,INVASAO  A DOMICILIO,2016-01-31 23:39:19,-5.830304829115312,-35.263672209759406,POINT (-35.26367220975941 -5.830304829115312)
5278,INVASAO  A DOMICILIO,2016-02-01 00:41:34,-5.830304829115312,-35.263672209759406,POINT (-35.26367220975941 -5.830304829115312)
5281,FURTO EM RESIDENCIA,2016-02-01 03:20:45,-5.831003937524314,-35.24715692669745,POINT (-35.24715692669745 -5.831003937524314)
5287,ROUBO A ESTABELECIMENTO COMERCIAL,2016-02-02 15:36:14,-5.822748482091554,-35.25452554816093,POINT (-35.25452554816093 -5.822748482091554)
5306,ROUBO EM RESIDENCIA,2016-02-06 13:00:34,-5.826893519550722,-35.25779151973103,POINT (-35.25779151973103 -5.826893519550722)
5313,INVASAO  A DOMICILIO,2016-02-09 00:41:21,-5.816818616873406,-35.245475828032724,POINT (-35.24547582803272 -5.816818616873406)
5314,INVASAO  A DOMICILIO,2016-02-09 09:32:04,-5.829337395720041,-35.25698892824706,POINT (-35.25698892824706 -5.829337395720041)
5320,INVASAO  A DOMICILIO,2016-02-10 02:28:17,-5.820593145543187,-35.25099676458155,POINT (-35.25099676458155 -5.820593145543187)
5369,INVASAO  A DOMICILIO,2016-02-16 00:25:21,-5.832335959562176,-35.253119607912744,POINT (-35.25311960791274 -5.832335959562176)
5409,ROUBO A ESTABELECIMENTO COMERCIAL,2016-02-21 18:52:47,-5.823686741135958,-35.24595440887477,POINT (-35.24595440887477 -5.823686741135958)
5421,ROUBO EM RESIDENCIA,2016-02-23 04:11:29,-5.8265775363557415,-35.24641721199405,POINT (-35.24641721199405 -5.826577536355741)
5443,ROUBO A ESTABELECIMENTO COMERCIAL,2016-02-26 21:27:25,-5.830098917317778,-35.24742411359163,POINT (-35.24742411359163 -5.830098917317778)
5453,INVASAO  A DOMICILIO,2016-03-01 12:26:50,-5.832657584919505,-35.263049807604595,POINT (-35.2630498076046 -5.832657584919505)
