index_left,tag,t,lat,lon,geometry
307,LESAO CORPORAL POR AGRESSAO FISICA,2014-06-17 21:46:57,-5.831488300915653,-35.26160092029437,POINT (-35.26160092029437 -5.831488300915653)
308,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-06-17 21:56:07,-5.823137524429625,-35.247667205187405,POINT (-35.2476672051874 -5.823137524429625)
310,LESAO CORPORAL POR AGRESSAO FISICA,2014-06-17 22:51:00,-5.829891718728835,-35.25401247878274,POINT (-35.25401247878274 -5.829891718728835)
312,LESAO CORPORAL POR AGRESSAO FISICA,2014-06-17 23:30:52,-5.82374280735147,-35.25452951409265,POINT (-35.25452951409265 -5.82374280735147)
324,LESAO CORPORAL POR ARMA BRANCA,2014-06-19 11:11:28,-5.828826902533238,-35.24904378208007,POINT (-35.24904378208007 -5.828826902533238)
335,HOMICIDIO TENTATIVA,2014-06-21 13:02:32,-5.820168131313609,-35.266790716199345,POINT (-35.26679071619935 -5.820168131313609)
641,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-06-21 15:27:45,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
648,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-06-21 23:26:53,-5.822568057628766,-35.254434567126495,POINT (-35.25443456712649 -5.822568057628766)
658,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-06-22 14:57:08,-5.833972456769857,-35.25077929245942,POINT (-35.25077929245942 -5.833972456769857)
661,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-06-22 21:19:12,-5.823291203326316,-35.25443745116585,POINT (-35.25443745116585 -5.823291203326316)
679,HOMICIDIO POR ARMA DE FOGO,2014-06-25 06:32:15,-5.8241397917916835,-35.24568542246654,POINT (-35.24568542246654 -5.824139791791684)
700,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-06-28 19:12:33,-5.822230339984399,-35.24847595449458,POINT (-35.24847595449458 -5.822230339984399)
705,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-06-28 22:12:14,-5.82374280735147,-35.25452951409265,POINT (-35.25452951409265 -5.82374280735147)
710,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-06-29 06:35:20,-5.82053079245726,-35.26652138864319,POINT (-35.26652138864319 -5.82053079245726)
714,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-06-29 19:03:31,-5.833972456769857,-35.25077929245942,POINT (-35.25077929245942 -5.833972456769857)
736,LESAO CORPORAL POR AGRESSAO FISICA,2014-07-02 21:14:21,-5.8310690046776585,-35.253475601989344,POINT (-35.25347560198934 -5.831069004677659)
783,DISPARO DE ARMA DE FOGO EM EDIFICACOES,2014-07-07 22:51:48,-5.821826436128161,-35.25903493184003,POINT (-35.25903493184003 -5.821826436128161)
805,HOMICIDIO TENTATIVA,2014-09-02 00:05:18,-5.7996942763799435,-35.23268149324699,POINT (-35.23268149324699 -5.799694276379944)
807,LESAO CORPORAL POR AGRESSAO FISICA,2014-07-10 21:00:20,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
818,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-07-12 10:10:32,-5.817257249473141,-35.248817228283364,POINT (-35.24881722828336 -5.817257249473141)
840,HOMICIDIO TENTATIVA,2014-07-13 22:31:02,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
842,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-07-14 08:29:20,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
854,LESAO CORPORAL POR AGRESSAO FISICA,2014-07-15 18:12:00,-5.824278647008507,-35.25615636211026,POINT (-35.25615636211026 -5.824278647008507)
871,HOMICIDIO POR ARMA DE FOGO,2014-07-17 17:50:44,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
872,HOMICIDIO POR ARMA DE FOGO,2014-07-17 18:08:08,-5.820610469680517,-35.24666428129628,POINT (-35.24666428129628 -5.820610469680517)
873,HOMICIDIO POR ARMA DE FOGO,2014-07-17 18:08:08,-5.820610469680517,-35.24666428129628,POINT (-35.24666428129628 -5.820610469680517)
916,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-07-21 23:50:25,-5.823706531359818,-35.26355550702712,POINT (-35.26355550702712 -5.823706531359818)
932,LESAO CORPORAL POR AGRESSAO FISICA,2014-07-24 00:16:28,-5.816908650507325,-35.245566446414394,POINT (-35.24556644641439 -5.816908650507325)
968,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-07-26 23:02:53,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
974,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-07-27 01:27:45,-5.8275476500080705,-35.252468662721085,POINT (-35.25246866272109 -5.827547650008071)
979,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-07-27 04:20:03,-5.819271478579898,-35.26498191762675,POINT (-35.26498191762675 -5.819271478579898)
984,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-07-27 18:24:09,-5.81879394032334,-35.24882333642471,POINT (-35.24882333642471 -5.81879394032334)
987,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-07-28 00:16:03,-5.816896396489718,-35.24863527234408,POINT (-35.24863527234408 -5.816896396489718)
996,LESAO CORPORAL POR ARMA DE FOGO,2014-07-29 21:00:38,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
1022,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-08-01 22:37:09,-5.819832352278149,-35.260380876468666,POINT (-35.26038087646867 -5.819832352278149)
1028,HOMICIDIO POR ARMA DE FOGO,2014-08-03 01:55:17,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
1029,HOMICIDIO POR ARMA DE FOGO,2014-08-03 01:55:17,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
1030,HOMICIDIO POR ARMA DE FOGO,2014-08-03 01:55:17,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
1033,LESAO CORPORAL POR AGRESSAO FISICA,2014-08-03 17:57:18,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
1034,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-08-03 20:25:33,-5.828601183700608,-35.26023542442885,POINT (-35.26023542442885 -5.828601183700608)
1080,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-08-09 02:05:13,-5.817257249473141,-35.248817228283364,POINT (-35.24881722828336 -5.817257249473141)
1105,LESAO CORPORAL POR AGRESSAO FISICA,2014-08-12 22:09:07,-5.8310690046776585,-35.253475601989344,POINT (-35.25347560198934 -5.831069004677659)
1106,LESAO CORPORAL POR AGRESSAO FISICA,2014-08-13 00:29:17,-5.8289790877875145,-35.256175134742264,POINT (-35.25617513474226 -5.828979087787515)
1115,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-08-14 00:11:42,-5.817807183394338,-35.246923930591976,POINT (-35.24692393059198 -5.817807183394338)
1119,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-08-14 17:02:02,-5.822925647957914,-35.25542886975063,POINT (-35.25542886975063 -5.822925647957914)
1129,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-08-16 09:34:12,-5.817184513007887,-35.24439414566636,POINT (-35.24439414566636 -5.817184513007887)
1146,LESAO CORPORAL POR AGRESSAO FISICA,2014-08-18 15:46:44,-5.829917407496141,-35.247603917219145,POINT (-35.24760391721914 -5.829917407496141)
1150,LESAO CORPORAL POR AGRESSAO FISICA,2014-08-18 23:28:26,-5.823976255137171,-35.26391763178911,POINT (-35.26391763178911 -5.823976255137171)
1156,LESAO CORPORAL POR AGRESSAO FISICA,2014-08-20 13:38:28,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
1180,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-08-24 17:12:52,-5.825417808191946,-35.265096804044425,POINT (-35.26509680404443 -5.825417808191946)
1189,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-08-26 09:11:08,-5.822230339984399,-35.24847595449458,POINT (-35.24847595449458 -5.822230339984399)
1192,LESAO CORPORAL POR AGRESSAO FISICA,2016-03-25 21:00:09,-5.853751150067242,-35.25519112722921,POINT (-35.25519112722921 -5.853751150067242)
1216,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-08-29 17:49:37,-5.821826436128161,-35.25903493184003,POINT (-35.25903493184003 -5.821826436128161)
1220,LESAO CORPORAL POR AGRESSAO FISICA,2014-08-29 23:48:28,-5.819271478579898,-35.26498191762675,POINT (-35.26498191762675 -5.819271478579898)
1256,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-09-03 19:41:57,-5.8232951843383,-35.25344458919331,POINT (-35.25344458919331 -5.8232951843383)
1267,LESAO CORPORAL POR AGRESSAO FISICA,2014-09-04 20:01:47,-5.818340529205487,-35.249182578531126,POINT (-35.24918257853113 -5.818340529205487)
1313,LESAO CORPORAL POR ARMA DE FOGO,2014-09-10 20:13:22,-5.820941341572219,-35.2543378195935,POINT (-35.2543378195935 -5.820941341572219)
1315,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-09-10 20:52:59,-5.820872992506976,-35.248831602992524,POINT (-35.24883160299252 -5.820872992506976)
1341,LESAO CORPORAL POR AGRESSAO FISICA,2014-09-14 20:22:51,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
1343,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-09-14 20:45:56,-5.821826436128161,-35.25903493184003,POINT (-35.25903493184003 -5.821826436128161)
1348,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-09-15 19:26:18,-5.828601183700608,-35.26023542442885,POINT (-35.26023542442885 -5.828601183700608)
1356,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-09-16 19:10:52,-5.820726116912079,-35.26291174945184,POINT (-35.26291174945184 -5.820726116912079)
1390,LESAO CORPORAL POR AGRESSAO FISICA,2014-09-20 23:31:42,-5.819198151433913,-35.260739384227804,POINT (-35.2607393842278 -5.819198151433913)
1391,LESAO CORPORAL POR AGRESSAO FISICA,2014-09-21 01:46:10,-5.820563472692223,-35.25839805988683,POINT (-35.25839805988683 -5.820563472692223)
1396,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-09-21 20:16:10,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
1397,LESAO CORPORAL POR OBJETO CONTUDENTE,2014-09-21 20:47:05,-5.822017732784308,-35.256418121778445,POINT (-35.25641812177845 -5.822017732784308)
1410,LESAO CORPORAL POR AGRESSAO FISICA,2014-09-23 14:33:34,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
1411,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-09-23 17:56:41,-5.819965808286481,-35.2496403479427,POINT (-35.2496403479427 -5.819965808286481)
1422,LESAO CORPORAL POR AGRESSAO FISICA,2014-09-26 17:22:44,-5.817711742196554,-35.24818720723117,POINT (-35.24818720723117 -5.817711742196554)
1424,LESAO CORPORAL POR AGRESSAO FISICA,2014-09-26 22:06:07,-5.8203667249503654,-35.26236874760113,POINT (-35.26236874760113 -5.820366724950365)
1428,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-09-27 14:05:31,-5.82374280735147,-35.25452951409265,POINT (-35.25452951409265 -5.82374280735147)
1447,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-09-28 21:34:27,-5.826373260508511,-35.25228345544887,POINT (-35.25228345544887 -5.826373260508511)
1459,LESAO CORPORAL POR AGRESSAO FISICA,2014-09-29 23:09:04,-5.816442625176669,-35.24908477341945,POINT (-35.24908477341945 -5.816442625176669)
1485,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-10-04 22:48:28,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
1500,LESAO CORPORAL POR AGRESSAO FISICA,2014-10-08 20:36:42,-5.81879394032334,-35.24882333642471,POINT (-35.24882333642471 -5.81879394032334)
1514,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-10-11 01:58:37,-5.823291203326316,-35.25443745116585,POINT (-35.25443745116585 -5.823291203326316)
1524,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-10-12 05:42:56,-5.816442625176669,-35.24908477341945,POINT (-35.24908477341945 -5.816442625176669)
1526,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-10-12 18:57:23,-5.822376769015434,-35.257051383894634,POINT (-35.25705138389463 -5.822376769015434)
1528,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-10-12 23:43:56,-5.82172225256894,-35.26246443182943,POINT (-35.26246443182943 -5.82172225256894)
1533,LESAO CORPORAL POR AGRESSAO FISICA,2014-10-13 08:12:47,-5.8232951843383,-35.25344458919331,POINT (-35.25344458919331 -5.8232951843383)
1537,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-10-14 07:39:26,-5.8203667249503654,-35.26236874760113,POINT (-35.26236874760113 -5.820366724950365)
1556,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-10-16 14:53:51,-5.820726116912079,-35.26291174945184,POINT (-35.26291174945184 -5.820726116912079)
1557,LESAO CORPORAL POR ARMA BRANCA,2014-10-16 15:16:32,-5.831970400157776,-35.25411104188179,POINT (-35.25411104188179 -5.831970400157776)
1583,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-10-19 18:06:39,-5.8239254037979435,-35.254078933958176,POINT (-35.25407893395818 -5.823925403797944)
1604,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-10-22 22:58:08,-5.820726116912079,-35.26291174945184,POINT (-35.26291174945184 -5.820726116912079)
1623,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-10-25 20:08:18,-5.82374280735147,-35.25452951409265,POINT (-35.25452951409265 -5.82374280735147)
1627,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-10-25 23:12:39,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
1632,HOMICIDIO POR ARMA DE FOGO,2014-10-26 23:00:37,-5.834979087964736,-35.24771434000002,POINT (-35.24771434000002 -5.834979087964736)
1633,HOMICIDIO POR ARMA DE FOGO,2014-10-26 23:00:37,-5.834979087964736,-35.24771434000002,POINT (-35.24771434000002 -5.834979087964736)
1635,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-10-27 08:07:49,-5.818827144231437,-35.26308467235711,POINT (-35.26308467235711 -5.818827144231437)
1647,LESAO CORPORAL POR AGRESSAO FISICA,2014-10-29 22:06:23,-5.818260954041118,-35.2464744264552,POINT (-35.2464744264552 -5.818260954041118)
1653,LESAO CORPORAL POR AGRESSAO FISICA,2014-10-30 21:59:29,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
1678,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-11-03 20:30:52,-5.824916470431361,-35.25489524355195,POINT (-35.25489524355195 -5.824916470431361)
1680,LESAO CORPORAL POR ARMA BRANCA,2014-11-03 22:16:45,-5.820267614071268,-35.26453460444993,POINT (-35.26453460444993 -5.820267614071268)
1686,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-11-05 12:04:31,-5.820726116912079,-35.26291174945184,POINT (-35.26291174945184 -5.820726116912079)
1692,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-11-05 20:43:55,-5.821696636566508,-35.246307549573906,POINT (-35.24630754957391 -5.821696636566508)
1723,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-11-10 02:45:14,-5.821584220748016,-35.25181306341769,POINT (-35.25181306341769 -5.821584220748016)
1726,LESAO CORPORAL POR AGRESSAO FISICA,2014-11-10 20:01:03,-5.816908650507325,-35.245566446414394,POINT (-35.24556644641439 -5.816908650507325)
1736,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-11-12 23:09:11,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
1744,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-11-14 09:39:49,-5.822560453580964,-35.256330026559596,POINT (-35.2563300265596 -5.822560453580964)
1769,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-11-16 16:08:58,-5.828826902533238,-35.24904378208007,POINT (-35.24904378208007 -5.828826902533238)
1801,HOMICIDIO POR ARMA DE FOGO,2014-11-20 19:24:26,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
1802,HOMICIDIO POR ARMA DE FOGO,2014-11-20 19:24:26,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
1803,HOMICIDIO,2014-11-20 19:24:26,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
1816,LESAO CORPORAL POR ARMA DE FOGO,2014-11-22 00:59:41,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
1836,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-11-23 22:37:30,-5.820267614071268,-35.26453460444993,POINT (-35.26453460444993 -5.820267614071268)
1850,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-11-26 01:18:23,-5.81879394032334,-35.24882333642471,POINT (-35.24882333642471 -5.81879394032334)
1874,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-11-29 09:48:57,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
1878,LESAO CORPORAL POR AGRESSAO FISICA,2014-11-29 16:24:20,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
1882,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-11-30 03:48:24,-5.820563472692223,-35.25839805988683,POINT (-35.25839805988683 -5.820563472692223)
1903,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-01 12:42:32,-5.828901015281987,-35.25310589856009,POINT (-35.25310589856009 -5.828901015281987)
1917,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-04 00:07:38,-5.821901585080369,-35.26282619291813,POINT (-35.26282619291813 -5.821901585080369)
1928,LESAO CORPORAL POR AGRESSAO FISICA,2014-12-04 23:52:30,-5.82343717061514,-35.263103122944386,POINT (-35.26310312294439 -5.82343717061514)
1933,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-05 19:01:42,-5.819271478579898,-35.26498191762675,POINT (-35.26498191762675 -5.819271478579898)
1946,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-12-06 17:15:38,-5.819271478579898,-35.26498191762675,POINT (-35.26498191762675 -5.819271478579898)
1955,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-07 12:38:44,-5.82127246769871,-35.261921067293216,POINT (-35.26192106729322 -5.82127246769871)
1967,LESAO CORPORAL POR OBJETO CONTUDENTE,2014-12-08 19:46:26,-5.817711742196554,-35.24818720723117,POINT (-35.24818720723117 -5.817711742196554)
1980,LESAO CORPORAL POR AGRESSAO FISICA,2014-12-10 11:34:31,-5.820563472692223,-35.25839805988683,POINT (-35.25839805988683 -5.820563472692223)
1981,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-10 12:20:59,-5.820563472692223,-35.25839805988683,POINT (-35.25839805988683 -5.820563472692223)
1994,HOMICIDIO POR ARMA DE FOGO,2014-12-11 22:50:25,-5.823583354916394,-35.24920343211585,POINT (-35.24920343211585 -5.823583354916394)
2001,LESAO CORPORAL POR AGRESSAO FISICA,2014-12-12 18:30:07,-5.819965808286481,-35.2496403479427,POINT (-35.2496403479427 -5.819965808286481)
2002,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-12 18:53:48,-5.82059531289123,-35.2504552048865,POINT (-35.2504552048865 -5.82059531289123)
2007,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-13 23:30:28,-5.824278647008507,-35.25615636211026,POINT (-35.25615636211026 -5.824278647008507)
2010,LESAO CORPORAL POR AGRESSAO FISICA,2014-12-14 16:16:34,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
2015,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-14 22:53:17,-5.81892661020439,-35.26082855947111,POINT (-35.26082855947111 -5.81892661020439)
2031,LESAO CORPORAL POR ARMA DE FOGO,2014-12-18 08:49:43,-5.829802412420642,-35.25374133424626,POINT (-35.25374133424626 -5.829802412420642)
2043,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2014-12-19 23:02:44,-5.8239254037979435,-35.254078933958176,POINT (-35.25407893395818 -5.823925403797944)
2044,LESAO CORPORAL POR AGRESSAO FISICA,2014-12-19 23:49:20,-5.816442625176669,-35.24908477341945,POINT (-35.24908477341945 -5.816442625176669)
2046,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-20 02:00:45,-5.817799610959946,-35.248819383910586,POINT (-35.24881938391059 -5.817799610959946)
2054,LESAO CORPORAL POR AGRESSAO FISICA,2014-12-20 23:09:16,-5.81892661020439,-35.26082855947111,POINT (-35.26082855947111 -5.81892661020439)
2057,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-21 07:36:05,-5.823104261163111,-35.25597115132572,POINT (-35.25597115132572 -5.823104261163111)
2100,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-25 22:50:00,-5.817799610959946,-35.248819383910586,POINT (-35.24881938391059 -5.817799610959946)
2113,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-27 06:04:53,-5.824260875449873,-35.26057910498297,POINT (-35.26057910498297 -5.824260875449873)
2120,LESAO CORPORAL POR AGRESSAO FISICA,2014-12-27 18:31:14,-5.820267614071268,-35.26453460444993,POINT (-35.26453460444993 -5.820267614071268)
2133,HOMICIDIO,2014-12-28 20:10:47,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
2134,HOMICIDIO,2014-12-28 20:10:47,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
2135,HOMICIDIO,2014-12-28 20:10:47,-5.819598095297223,-35.2511733265537,POINT (-35.2511733265537 -5.819598095297223)
2142,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2014-12-29 12:37:50,-5.82172225256894,-35.26246443182943,POINT (-35.26246443182943 -5.82172225256894)
2145,LESAO CORPORAL POR AGRESSAO FISICA,2014-12-29 16:59:59,-5.821190421631036,-35.25984473928697,POINT (-35.25984473928697 -5.821190421631036)
2157,DISPARO DE ARMA DE FOGO EM VIA PUBLICA,2015-01-01 05:23:07,-5.8310690046776585,-35.253475601989344,POINT (-35.25347560198934 -5.831069004677659)
2191,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2015-01-07 21:50:52,-5.820726116912079,-35.26291174945184,POINT (-35.26291174945184 -5.820726116912079)
2201,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2015-01-09 13:03:26,-5.827011440310633,-35.25093206444563,POINT (-35.25093206444563 -5.827011440310633)
2229,LESAO CORPORAL POR AGRESSAO FISICA,2015-01-12 10:40:48,-5.820433287136735,-35.245760961027855,POINT (-35.24576096102786 -5.820433287136735)
2238,LESAO CORPORAL EM VIOLENCIA DOMESTICA,2015-01-14 19:03:42,-5.821826436128161,-35.25903493184003,POINT (-35.25903493184003 -5.821826436128161)
